city,time_utc,month,hour,ghi_w_m2,ambient_c,wind_m_s,baseline_shell_temp_c,ant_shell_temp_c,temp_drop_c,equiv_heat_reduction_w_m2,equiv_electric_saved_kwh_m2_hour
cairo,20100526:1100,5,11,968.0,35.0,4.07,50.97399117425084,40.302619989961386,10.671371184289455,302.7904,0.09462199999999998
cairo,20100526:1200,5,12,862.0,35.57,3.79,50.09512588381767,40.18360372632742,9.911522157490253,269.6336,0.08426049999999999
cairo,20100526:1300,5,13,346.0,35.82,3.93,40.128669291734695,36.10696794465184,4.021701347082853,108.2288,0.0338215
cairo,20100526:1400,5,14,482.0,35.59,4.07,42.407034300267696,36.973831690847874,5.433202609419823,150.76960000000003,0.047115500000000005
cairo,20100526:1500,5,15,229.0,35.24,4.83,37.05175528302789,34.65246371924877,2.3992915637791157,71.6312,0.022384750000000002
cairo,20100526:1600,5,16,6.0,34.22,5.24,32.27639902383089,32.126247733831406,0.15015128999948502,1.8768,0.0005865
cairo,20100526:1700,5,17,0.0,32.41,4.48,30.190535485744476,30.09199609979987,0.09853938594460487,0.0,0.0
cairo,20100526:1800,5,18,0.0,30.49,4.07,28.1764455139637,28.074797336012125,0.10164817795157433,0.0,0.0
cairo,20100526:1900,5,19,0.0,28.88,4.97,26.85843577608466,26.76673350855708,0.09170226752758026,0.0,0.0
cairo,20100526:2000,5,20,0.0,28.24,4.21,26.013362854719162,25.91459631919861,0.09876653552055359,0.0,0.0
cairo,20100526:2100,5,21,0.0,27.64,3.31,25.100946985185146,24.99218614771962,0.10876083746552467,0.0,0.0
cairo,20100526:2200,5,22,0.0,26.75,3.24,24.199931230396032,24.090838246047497,0.10909298434853554,0.0,0.0
cairo,20100526:2300,5,23,0.0,25.87,4.0,23.619521483778954,23.519967384636402,0.09955409914255142,0.0,0.0
cairo,20100527:0000,5,0,0.0,24.6,3.24,22.093616016209126,21.985869221389294,0.10774679481983185,0.0,0.0
cairo,20100527:0100,5,1,0.0,23.16,2.41,20.28749044984579,20.169095173478127,0.11839527636766434,0.0,0.0
cairo,20100527:0200,5,2,0.0,22.14,2.41,19.290346279740334,19.17258433997631,0.11776193976402283,0.0,0.0
cairo,20100527:0300,5,3,4.0,21.2,2.62,18.582671023905277,18.410008400678635,0.1726626232266426,1.2511999999999999,0.00039099999999999996
cairo,20100527:0400,5,4,24.0,21.44,2.83,19.401044454425573,18.95200265571475,0.44904179871082306,7.5072,0.002346
cairo,20100527:0500,5,5,159.0,24.48,3.72,25.45813798904419,23.44733702018857,2.0108009688556194,49.7352,0.015542249999999999
cairo,20100527:0600,5,6,363.0,26.54,5.03,30.806634593755007,27.11607525125146,3.6905593425035477,113.54639999999999,0.03548325
cairo,20100527:0700,5,7,562.0,28.02,5.59,35.1297808624804,29.868695214390755,5.261085648089647,175.7936,0.0549355
cairo,20100527:0800,5,8,740.0,29.51,5.86,39.08149594441056,32.426906041800976,6.654589902609587,231.47199999999998,0.072335
cairo,20100527:0900,5,9,836.0,30.87,6.07,41.60355584695935,34.2954146489501,7.3081411980092525,261.5008,0.08171900000000001
cairo,20100527:1000,5,10,864.0,31.93,6.21,42.87434624508023,35.45232739299536,7.422018852084875,270.25919999999996,0.08445599999999999
cairo,20100527:1100,5,11,820.0,32.66,6.41,42.72127106785774,35.82303935661912,6.898231711238623,256.496,0.08015499999999999
cairo,20100527:1200,5,12,742.0,32.88,6.48,41.75356196239591,35.54360307753086,6.2099588848650455,232.0976,0.07253049999999998
cairo,20100527:1300,5,13,568.0,32.49,6.55,38.850800935178995,34.09754507243633,4.753255862742662,177.6704,0.055522
cairo,20100527:1400,5,14,396.0,31.4,6.62,35.31603675335646,31.988872084766626,3.3271646685898304,123.8688,0.03870899999999999
cairo,20100527:1500,5,15,237.0,29.67,6.69,31.355299949645996,29.33823999017477,2.0170599594712257,74.13359999999999,0.023166749999999993
cairo,20100527:1600,5,16,60.0,27.62,6.34,26.803387738764286,26.211210638284683,0.5921771004796028,18.767999999999997,0.005864999999999999
cairo,20100527:1700,5,17,0.0,25.63,5.66,23.822947815060616,23.739075865596533,0.08387194946408272,0.0,0.0
cairo,20100527:1800,5,18,0.0,23.89,5.1,21.98412097990513,21.896595358848572,0.0875256210565567,0.0,0.0
cairo,20100527:1900,5,19,0.0,22.6,4.97,20.68372379988432,20.595822278410196,0.087901521474123,0.0,0.0
cairo,20100527:2000,5,20,0.0,21.34,4.21,19.238400775939226,19.14391588419676,0.09448489174246788,0.0,0.0
cairo,20100527:2100,5,21,0.0,20.32,3.52,18.007791992276907,17.906223386526108,0.10156860575079918,0.0,0.0
cairo,20100527:2200,5,22,0.0,19.46,3.03,16.96973066776991,16.862502209842205,0.10722845792770386,0.0,0.0
cairo,20100527:2300,5,23,0.0,18.68,2.62,16.01629164069891,15.903838239610195,0.1124534010887146,0.0,0.0
cairo,20100528:0000,5,0,0.0,17.89,2.41,15.13507779687643,15.019991919398308,0.11508587747812271,0.0,0.0
cairo,20100528:0100,5,1,0.0,17.1,2.21,14.25136698409915,14.133657794445753,0.1177091896533966,0.0,0.0
cairo,20100528:0200,5,2,0.0,16.26,2.07,13.347445167601109,13.227995336055756,0.11944983154535294,0.0,0.0
cairo,20100528:0300,5,3,2.0,15.62,2.07,12.779388725757599,12.627180349081755,0.1522083766758442,0.6255999999999999,0.00019549999999999998
cairo,20100528:0400,5,4,161.0,16.15,2.0,17.828177697956562,15.024495460093021,2.8036822378635406,50.3608,0.01573775
cairo,20100528:0500,5,5,383.0,19.01,2.9,25.61048187315464,20.224087666720152,5.386394206434488,119.80239999999999,0.03743825
cairo,20100528:0600,5,6,603.0,21.41,3.17,32.53177482634783,24.5924099907279,7.9393648356199265,188.6184,0.058943249999999996
cairo,20100528:0700,5,7,784.0,23.56,3.52,37.7532122284174,28.11532339081168,9.637888837605715,245.2352,0.076636
cairo,20100528:0800,5,8,905.0,25.72,3.66,41.94470997899771,31.153129562735558,10.79158041626215,283.084,0.08846375
cairo,20100528:0900,5,9,977.0,27.63,3.93,44.51445419341326,33.38141141459346,11.1330427788198,305.6056,0.09550174999999998
cairo,20100528:1000,5,10,1002.0,29.12,4.07,46.063505336642265,34.90767456591129,11.155830770730972,313.42560000000003,0.0979455
cairo,20100528:1100,5,11,945.0,30.22,4.14,45.8780874684453,35.456465650349855,10.421621818095446,295.596,0.09237375
cairo,20100528:1200,5,12,834.0,30.98,4.07,44.658349845558405,35.34470275044441,9.313647095113993,260.87519999999995,0.08152349999999998
cairo,20100528:1300,5,13,669.0,31.37,4.21,41.705508287996054,34.32924211025238,7.376266177743673,209.2632,0.06539475
cairo,20100528:1400,5,14,479.0,31.39,4.48,37.92983949184418,32.78502905741334,5.144810434430838,149.8312,0.046822249999999996
cairo,20100528:1500,5,15,269.0,30.89,4.69,33.55437606573105,30.685872100293636,2.8685039654374123,84.14320000000001,0.026294750000000002
cairo,20100528:1600,5,16,71.0,29.86,4.55,29.00307785719633,28.15621567890048,0.8468621782958508,22.2088,0.00694025
cairo,20100528:1700,5,17,0.0,28.16,4.28,25.956626422703266,25.858641527593136,0.09798489511013031,0.0,0.0
cairo,20100528:1800,5,18,0.0,26.46,4.76,24.42458227276802,24.332396872341633,0.09218540042638779,0.0,0.0
cairo,20100528:1900,5,19,0.0,24.77,4.62,22.72578250616789,22.63329178094864,0.09249072521924973,0.0,0.0
cairo,20100528:2000,5,20,0.0,23.25,3.93,21.0251896828413,20.92650081962347,0.09868886321783066,0.0,0.0
cairo,20100528:2100,5,21,0.0,21.99,3.03,19.447627048939466,19.3387877009809,0.10883934795856476,0.0,0.0
cairo,20100528:2200,5,22,0.0,20.92,2.55,18.17201890051365,18.057116754353046,0.11490214616060257,0.0,0.0
