location,lat,lon,time_utc,month,hour,ghi_w_m2,ambient_c,wind_m_s,baseline_shell_temp_c,ant_shell_temp_c,temp_drop_c,equiv_heat_reduction_w_m2,equiv_electric_saved_kwh_m2_hour
name,43.913723,4.801025,20160106:2000,1,20,0.0,5.59,0.34,1.3331889361143112,1.1858384311199188,0.1473505049943924,0.0,0.0
name,43.913723,4.801025,20160106:2100,1,21,0.0,5.36,0.28,1.0200542211532593,0.8715148270130157,0.14853939414024353,0.0,0.0
name,43.913723,4.801025,20160106:2200,1,22,0.0,5.46,0.41,1.3075106963515282,1.1617431417107582,0.14576755464076996,0.0,0.0
name,43.913723,4.801025,20160106:2300,1,23,0.0,5.61,0.34,1.3525893539190292,1.2052296847105026,0.1473596692085266,0.0,0.0
name,43.913723,4.801025,20160107:0000,1,0,0.0,5.63,0.41,1.4724688977003098,1.3266212120652199,0.14584768563508987,0.0,0.0
name,43.913723,4.801025,20160107:0100,1,1,0.0,4.99,1.03,1.5673956274986267,1.4354536309838295,0.1319419965147972,0.0,0.0
name,43.913723,4.801025,20160107:0200,1,2,0.0,3.44,1.59,0.5169404298067093,0.39727702736854553,0.11966340243816376,0.0,0.0
name,43.913723,4.801025,20160107:0300,1,3,0.0,3.66,1.45,0.629035085439682,0.5065250769257545,0.12251000851392746,0.0,0.0
name,43.913723,4.801025,20160107:0400,1,4,0.0,3.98,1.52,0.9933122619986534,0.8719548210501671,0.12135744094848633,0.0,0.0
name,43.913723,4.801025,20160107:0500,1,5,0.0,4.73,1.72,1.8652228638529778,1.7471342533826828,0.11808861047029495,0.0,0.0
name,43.913723,4.801025,20160107:0600,1,6,0.0,5.3,1.93,2.5559578463435173,2.44124423712492,0.11471360921859741,0.0,0.0
name,43.913723,4.801025,20160107:0700,1,7,0.0,5.55,2.34,3.0296156741678715,2.9215195775032043,0.10809609666466713,0.0,0.0
name,43.913723,4.801025,20160107:0800,1,8,29.0,5.71,2.14,3.914606459438801,3.318629339337349,0.5959771201014519,9.071200000000001,0.00283475
name,43.913723,4.801025,20160107:0900,1,9,22.0,6.04,2.41,4.14349477738142,3.688846156001091,0.45464862138032913,6.881600000000001,0.0021505
name,43.913723,4.801025,20160107:1000,1,10,117.0,6.52,2.76,7.1433839574456215,5.324372388422489,1.8190115690231323,36.5976,0.01143675
name,43.913723,4.801025,20160107:1100,1,11,51.0,7.45,2.97,6.4215171337127686,5.601063929498196,0.8204532042145729,15.952800000000002,0.004985250000000001
name,43.913723,4.801025,20160107:1200,1,12,90.0,8.2,2.69,8.096586111932993,6.657330356538296,1.4392557553946972,28.152,0.0087975
name,43.913723,4.801025,20160107:1300,1,13,70.0,8.98,2.41,8.311004526913166,7.106285877525806,1.2047186493873596,21.896,0.0068425000000000005
name,43.913723,4.801025,20160107:1400,1,14,152.0,9.65,2.0,11.296136528253555,8.603621125221252,2.692515403032303,47.5456,0.014857999999999998
name,43.913723,4.801025,20160107:1500,1,15,115.0,9.73,1.93,10.304207913577557,8.203858323395252,2.1003495901823044,35.972,0.01124125
name,43.913723,4.801025,20160107:1600,1,16,0.0,9.3,2.14,6.588227041065693,6.47441940382123,0.11380763724446297,0.0,0.0
name,43.913723,4.801025,20160107:1700,1,17,0.0,8.66,2.07,5.922346357256174,5.807798318564892,0.11454803869128227,0.0,0.0
name,43.913723,4.801025,20160107:1800,1,18,0.0,8.0,1.79,5.103769749403,4.9848053976893425,0.11896435171365738,0.0,0.0
name,43.913723,4.801025,20160107:1900,1,19,0.0,9.56,0.9,5.883475169539452,5.746142379939556,0.13733278959989548,0.0,0.0
name,43.913723,4.801025,20160107:2000,1,20,0.0,10.03,0.48,5.839292928576469,5.692896954715252,0.1463959738612175,0.0,0.0
name,43.913723,4.801025,20160107:2100,1,21,0.0,9.72,0.69,5.8047859743237495,5.662948861718178,0.14183711260557175,0.0,0.0
name,43.913723,4.801025,20160107:2200,1,22,0.0,7.4,1.72,4.471252448856831,4.351414144039154,0.11983830481767654,0.0,0.0
name,43.913723,4.801025,20160107:2300,1,23,0.0,7.84,2.0,5.079667307436466,4.964476823806763,0.11519048362970352,0.0,0.0
name,43.913723,4.801025,20160108:0000,1,0,0.0,8.05,1.79,5.152580253779888,5.033583380281925,0.11899687349796295,0.0,0.0
name,43.913723,4.801025,20160108:0100,1,1,0.0,8.1,1.79,5.2013906463980675,5.082361251115799,0.11902939528226852,0.0,0.0
