city,time_utc,month,hour,ghi_w_m2,ambient_c,wind_m_s,baseline_roof_temp_c,ant_roof_temp_c,temp_drop_c,cooling_saved_w_m2,electric_saved_kwh_m2_hour
marseille,20170118:1900,1,19,0.0,4.1,4.07,2.1797215286642313,2.0917273219674826,0.08799420669674873,0.0,0.0
marseille,20170118:2000,1,20,0.0,3.62,3.79,1.624652799218893,1.5339583158493042,0.09069448336958885,0.0,0.0
marseille,20170118:2100,1,21,0.0,3.23,3.45,1.1302282940596342,1.0358669236302376,0.09436137042939663,0.0,0.0
marseille,20170118:2200,1,22,0.0,2.65,3.38,0.5368543602526188,0.4420327953994274,0.09482156485319138,0.0,0.0
marseille,20170118:2300,1,23,0.0,2.49,2.69,0.10458700358867645,0.0007259659469127655,0.10386103764176369,0.0,0.0
marseille,20170119:0000,1,0,0.0,2.34,2.76,-0.011101402342319489,-0.1138613373041153,0.1027599349617958,0.0,0.0
marseille,20170119:0100,1,1,0.0,2.17,3.17,-0.010554306209087372,-0.1076780166476965,0.09712371043860912,0.0,0.0
marseille,20170119:0200,1,2,0.0,2.21,3.52,0.15348932705819607,0.06063846871256828,0.09285085834562778,0.0,0.0
marseille,20170119:0300,1,3,0.0,2.21,3.72,0.21859930828213692,0.12805020436644554,0.09054910391569138,0.0,0.0
marseille,20170119:0400,1,4,0.0,2.1,3.66,0.09154216386377811,0.00038644298911094666,0.09115572087466717,0.0,0.0
marseille,20170119:0500,1,5,0.0,2.2,3.45,0.11987159959971905,0.026195859536528587,0.09367574006319046,0.0,0.0
marseille,20170119:0600,1,6,0.0,2.4,3.17,0.21490080282092094,0.11762252077460289,0.09727828204631805,0.0,0.0
marseille,20170119:0700,1,7,0.0,2.53,3.03,0.28791649267077446,0.18872637301683426,0.0991901196539402,0.0,0.0
marseille,20170119:0800,1,8,128.0,3.25,3.17,5.978029137477279,2.9652915988117456,3.012737538665533,0.0,0.0
marseille,20170119:0900,1,9,274.0,4.95,3.03,13.365614712238312,6.949378568679094,6.4162361435592175,0.0,0.0
marseille,20170119:1000,1,10,383.0,6.11,3.17,18.360221227630973,9.716887241229415,8.643333986401558,0.0,0.0
marseille,20170119:1100,1,11,450.0,7.66,3.1,22.48452791944146,12.300483994185925,10.184043925255537,0.0,0.0
marseille,20170119:1200,1,12,458.0,8.71,3.45,22.94191997498274,13.172755111008883,9.769164863973856,0.0,0.0
marseille,20170119:1300,1,13,218.0,9.56,3.59,15.096132587641478,10.44680436141789,4.649328226223588,0.0,0.0
marseille,20170119:1400,1,14,314.0,9.87,3.24,19.260129500180483,12.261483184993267,6.998646315187216,0.0,0.0
marseille,20170119:1500,1,15,177.0,9.61,3.1,14.045868646353483,9.928023191168904,4.117845455184579,0.0,0.0
marseille,20170119:1600,1,16,17.0,9.13,3.66,7.589024696499109,7.138304905965924,0.450719790533185,0.0,0.0
marseille,20170119:1700,1,17,0.0,8.74,3.45,6.533973403275013,6.435965746641159,0.09800765663385391,0.0,0.0
marseille,20170119:1800,1,18,0.0,7.77,2.69,5.2721963077783585,5.164784686639905,0.10741162113845348,0.0,0.0
marseille,20170119:1900,1,19,0.0,6.79,2.28,4.107040483504534,3.9940805174410343,0.11295996606349945,0.0,0.0
marseille,20170119:2000,1,20,0.0,6.47,2.83,4.063193127512932,3.9586343988776207,0.10455872863531113,0.0,0.0
marseille,20170119:2100,1,21,0.0,6.24,3.59,4.130871370434761,4.036175757646561,0.09469561278820038,0.0,0.0
marseille,20170119:2200,1,22,0.0,6.27,4.76,4.493518071249127,4.410844948142767,0.08267312310636044,0.0,0.0
marseille,20170119:2300,1,23,0.0,6.0,5.45,4.37897470779717,4.30228671990335,0.07668798789381981,0.0,0.0
marseille,20170120:0000,1,0,0.0,6.07,5.45,4.447902040556073,4.371171807870269,0.07673023268580437,0.0,0.0
marseille,20170120:0100,1,1,0.0,5.97,5.52,4.363322556018829,4.28719880990684,0.07612374611198902,0.0,0.0
marseille,20170120:0200,1,2,0.0,5.84,5.45,4.2214251682162285,4.144833795726299,0.0765913724899292,0.0,0.0
marseille,20170120:0300,1,3,0.0,5.69,5.59,4.101199749857187,4.025782430544496,0.07541731931269169,0.0,0.0
marseille,20170120:0400,1,4,0.0,5.65,5.79,4.099462041631341,4.025565697811544,0.07389634381979704,0.0,0.0
marseille,20170120:0500,1,5,0.0,5.36,5.79,3.8137441501021385,3.740019556134939,0.07372459396719933,0.0,0.0
marseille,20170120:0600,1,6,0.0,5.32,5.86,3.7870620656758547,3.71387074701488,0.0731913186609745,0.0,0.0
marseille,20170120:0700,1,7,0.0,5.65,6.14,4.161234945058823,4.089824166148901,0.07141077890992165,0.0,0.0
marseille,20170120:0800,1,8,135.0,5.94,6.9,7.721196198835969,5.791449341922998,1.9297468569129705,0.0,0.0
marseille,20170120:0900,1,9,270.0,7.11,7.52,11.7122333496809,8.163450472056866,3.548782877624035,0.0,0.0
marseille,20170120:1000,1,10,383.0,8.81,6.55,16.560601172968745,11.056027980521321,5.504573192447424,0.0,0.0
marseille,20170120:1100,1,11,452.0,9.93,6.69,19.158167587593198,12.78913892339915,6.3690286641940475,0.0,0.0
marseille,20170120:1200,1,12,453.0,10.52,7.52,19.01527451351285,13.14760192297399,5.867672590538859,0.0,0.0
marseille,20170120:1300,1,13,327.0,11.05,7.93,16.58836760558188,12.489337674342096,4.099029931239784,0.0,0.0
marseille,20170120:1400,1,14,239.0,11.23,8.21,14.8353205434978,11.894960198551416,2.9403603449463844,0.0,0.0
marseille,20170120:1500,1,15,66.0,11.26,8.07,11.338235381990671,10.467661684378982,0.8705736976116896,0.0,0.0
marseille,20170120:1600,1,16,5.0,10.49,8.07,9.314258778467774,9.190250104293227,0.1240086741745472,0.0,0.0
marseille,20170120:1700,1,17,0.0,9.09,8.0,7.819405202753842,7.757066981866956,0.06233822088688612,0.0,0.0
marseille,20170120:1800,1,18,0.0,8.67,7.52,7.345044333487749,7.280400805175304,0.06464352831244469,0.0,0.0
marseille,20170120:1900,1,19,0.0,8.21,7.31,6.863179765641689,6.797617673873901,0.06556209176778793,0.0,0.0
marseille,20170120:2000,1,20,0.0,7.97,7.17,6.607185062021017,6.5409538988024,0.06623116321861744,0.0,0.0
marseille,20170120:2100,1,21,0.0,7.91,7.1,6.5382185485213995,6.471613245084882,0.06660530343651772,0.0,0.0
marseille,20170120:2200,1,22,0.0,8.14,6.55,6.683238823898137,6.613125735893846,0.07011308800429106,0.0,0.0
marseille,20170120:2300,1,23,0.0,7.88,6.41,6.404450153931975,6.333571607246995,0.07087854668498039,0.0,0.0
marseille,20170121:0000,1,0,0.0,7.58,6.34,6.0972310323268175,6.026059705764055,0.07117132656276226,0.0,0.0
marseille,20170121:0100,1,1,0.0,7.33,6.0,5.792725877836347,5.719356518238783,0.07336935959756374,0.0,0.0
marseille,20170121:0200,1,2,0.0,7.23,5.86,5.668960437178612,5.59464180842042,0.07431862875819206,0.0,0.0
marseille,20170121:0300,1,3,0.0,6.96,5.86,5.402947328984737,5.328788226470351,0.07415910251438618,0.0,0.0
marseille,20170121:0400,1,4,0.0,6.72,5.86,5.166487256065011,5.09246988222003,0.0740173738449812,0.0,0.0
marseille,20170121:0500,1,5,0.0,6.53,6.0,5.004368107765913,4.931467613205314,0.07290049456059933,0.0,0.0
marseille,20170121:0600,1,6,0.0,6.44,6.28,4.963442259468138,4.892525542527437,0.07091671694070101,0.0,0.0
marseille,20170121:0700,1,7,0.0,6.52,6.69,5.107129639945924,5.038822190836072,0.06830744910985231,0.0,0.0
marseille,20170121:0800,1,8,115.0,7.12,6.97,8.40534271672368,6.764570968225598,1.6407717484980822,0.0,0.0
marseille,20170121:0900,1,9,262.0,8.41,7.45,12.842294378206134,9.377214079722762,3.4650802984833717,0.0,0.0
marseille,20170121:1000,1,10,392.0,10.63,6.55,18.546488001011312,12.928070994094014,5.618417006917298,0.0,0.0
marseille,20170121:1100,1,11,448.0,11.61,6.48,20.900676399469376,14.458477050065994,6.442199349403381,0.0,0.0
marseille,20170121:1200,1,12,449.0,12.42,6.83,21.375582441687584,15.158465104177594,6.21711733750999,0.0,0.0
marseille,20170121:1300,1,13,407.0,12.96,6.55,21.169183286838233,15.357622047886252,5.811561238951981,0.0,0.0
marseille,20170121:1400,1,14,321.0,13.26,6.0,19.799062218517065,14.905917458236217,4.8931447602808475,0.0,0.0
marseille,20170121:1500,1,15,174.0,13.19,5.93,16.027179900556803,13.307305881753564,2.719874018803239,0.0,0.0
marseille,20170121:1600,1,16,18.0,11.92,5.24,10.667465142905712,10.286434460431337,0.38103068247437477,0.0,0.0
marseille,20170121:1700,1,17,0.0,10.38,4.07,8.347028540447354,8.254978181794286,0.09205035865306854,0.0,0.0
marseille,20170121:1800,1,18,0.0,9.45,3.66,7.303617708384991,7.20763030461967,0.09598740376532078,0.0,0.0
marseille,20170121:1900,1,19,0.0,8.83,3.45,6.6222217958420515,6.524154944345355,0.09806685149669647,0.0,0.0
marseille,20170121:2000,1,20,0.0,8.66,3.52,6.480441493913531,6.383327562361956,0.09711393155157566,0.0,0.0
marseille,20170121:2100,1,21,0.0,8.87,3.93,6.821873942390084,6.7292948719114065,0.09257907047867775,0.0,0.0
marseille,20170121:2200,1,22,0.0,7.85,4.0,5.841871434822679,5.750708673149347,0.09116276167333126,0.0,0.0
marseille,20170121:2300,1,23,0.0,7.79,3.59,5.6514026410877705,5.555687611922622,0.09571502916514874,0.0,0.0
marseille,20170122:0000,1,0,0.0,7.81,4.21,5.863900920376182,5.774959856644273,0.0889410637319088,0.0,0.0
marseille,20170122:0100,1,1,0.0,7.86,4.97,6.10672926530242,6.024930700659752,0.08179856464266777,0.0,0.0
marseille,20170122:0200,1,2,0.0,7.59,5.24,5.9008328430354595,5.8214889746159315,0.07934386841952801,0.0,0.0
marseille,20170122:0300,1,3,0.0,8.13,6.62,6.684344913810492,6.614686185494065,0.06965872831642628,0.0,0.0
marseille,20170122:0400,1,4,0.0,8.91,7.17,7.534829876385629,7.468081703409553,0.0667481729760766,0.0,0.0
marseille,20170122:0500,1,5,0.0,9.52,7.79,8.218566789291799,8.154916176572442,0.06365061271935701,0.0,0.0
marseille,20170122:0600,1,6,0.0,9.32,8.62,8.11635512392968,8.056896687485278,0.05945843644440174,0.0,0.0
marseille,20170122:0700,1,7,0.0,8.55,9.86,7.473420649766922,7.419551173225045,0.05386947654187679,0.0,0.0
marseille,20170122:0800,1,8,63.0,8.24,10.28,8.287950502708554,7.594589926302433,0.6933605764061213,0.0,0.0
marseille,20170122:0900,1,9,115.0,8.26,10.07,9.219103916548193,7.977173724211752,1.24193019233644,0.0,0.0
marseille,20170122:1000,1,10,163.0,9.39,11.52,10.992395915091038,9.433092009276152,1.559303905814886,0.0,0.0
marseille,20170122:1100,1,11,336.0,10.14,11.03,14.596133530139923,11.3284449884668,3.267688541673124,0.0,0.0
marseille,20170122:1200,1,12,313.0,10.62,10.48,14.865537858568132,11.691970583051443,3.173567275516689,0.0,0.0
marseille,20170122:1300,1,13,164.0,10.47,9.38,12.358499295078218,10.514275096356869,1.8442241987213492,0.0,0.0
marseille,20170122:1400,1,14,120.0,10.37,9.59,11.429753182455897,10.087464163079858,1.3422890193760395,0.0,0.0
marseille,20170122:1500,1,15,109.0,10.64,9.79,11.482959617860615,10.278133554384112,1.204826063476503,0.0,0.0
marseille,20170122:1600,1,16,19.0,10.57,9.93,9.814029270783067,9.561047670431435,0.25298160035163164,0.0,0.0
marseille,20170122:1700,1,17,0.0,10.36,9.31,9.213952887803316,9.15700641926378,0.056946468539536,0.0,0.0
marseille,20170122:1800,1,18,0.0,10.14,8.48,8.91155312769115,8.851021425798535,0.060531701892614365,0.0,0.0
marseille,20170122:1900,1,19,0.0,10.07,7.52,8.727114093489945,8.661714070476592,0.06540002301335335,0.0,0.0
marseille,20170122:2000,1,20,0.0,10.08,6.62,8.60732901841402,8.536563385277987,0.07076563313603401,0.0,0.0
marseille,20170122:2100,1,21,0.0,10.17,5.86,8.565242839977145,8.489185459911823,0.07605738006532192,0.0,0.0
marseille,20170122:2200,1,22,0.0,8.99,5.03,7.23211070522666,7.150133904069662,0.08197680115699768,0.0,0.0
marseille,20170122:2300,1,23,0.0,8.98,5.03,7.222272818908095,7.140302211046219,0.08197060786187649,0.0,0.0
marseille,20170123:0000,1,0,0.0,8.98,4.14,6.992976237088442,6.902561625465751,0.09041461162269115,0.0,0.0
marseille,20170123:0100,1,1,0.0,8.87,3.59,6.7107792012393475,6.614355593919754,0.09642360731959343,0.0,0.0
marseille,20170123:0200,1,2,0.0,8.64,3.45,6.435918938368559,6.33797712624073,0.0979418121278286,0.0,0.0
marseille,20170123:0300,1,3,0.0,8.34,3.79,6.257430519908667,6.163648646324873,0.09378187358379364,0.0,0.0
marseille,20170123:0400,1,4,0.0,7.89,4.21,5.942485621199012,5.853493185713887,0.08899243548512459,0.0,0.0
marseille,20170123:0500,1,5,0.0,7.61,4.83,5.828121732920408,5.745241492986679,0.08288023993372917,0.0,0.0
marseille,20170123:0600,1,6,0.0,7.49,4.9,5.726568251848221,5.644385311752558,0.08218294009566307,0.0,0.0
marseille,20170123:0700,1,7,0.0,7.23,4.62,5.403168527409434,5.318604558706284,0.08456396870315075,0.0,0.0
marseille,20170123:0800,1,8,47.0,7.13,4.41,6.7358677834272385,5.770728271454573,0.9651395119726658,0.0,0.0
marseille,20170123:0900,1,9,114.0,7.23,4.21,8.993546813726425,6.717904098331928,2.275642715394497,0.0,0.0
marseille,20170123:1000,1,10,78.0,7.44,5.1,7.965610809624195,6.559325233101845,1.4062855765223503,0.0,0.0
marseille,20170123:1100,1,11,218.0,7.71,5.1,12.233591908589005,8.465937655419111,3.767654253169894,0.0,0.0
marseille,20170123:1200,1,12,402.0,8.04,5.24,17.60404199361801,10.887774471193552,6.7162675224244595,0.0,0.0
marseille,20170123:1300,1,13,189.0,8.71,5.24,12.317420179024339,9.099002592265606,3.218417586758733,0.0,0.0
marseille,20170123:1400,1,14,159.0,9.24,5.1,12.043931502848864,9.274424808099866,2.7695066947489977,0.0,0.0
marseille,20170123:1500,1,15,37.0,9.31,4.83,8.599933376535773,7.865347946062684,0.7345854304730892,0.0,0.0
marseille,20170123:1600,1,16,23.0,9.42,4.55,8.24845957569778,7.741502709686756,0.5069568660110235,0.0,0.0
marseille,20170123:1700,1,17,0.0,8.97,4.41,7.058802945539355,6.971124727278948,0.08767821826040745,0.0,0.0
marseille,20170123:1800,1,18,0.0,8.56,3.59,6.406706469133496,6.310486067086458,0.09622040204703808,0.0,0.0
marseille,20170123:1900,1,19,0.0,7.92,3.93,5.889281239360571,5.7973183039575815,0.09196293540298939,0.0,0.0
marseille,20170123:2000,1,20,0.0,7.29,4.14,5.333152608945966,5.243825539946556,0.08932706899940968,0.0,0.0
marseille,20170123:2100,1,21,0.0,6.7,4.21,4.773495625704527,4.685267377644777,0.0882282480597496,0.0,0.0
marseille,20170123:2200,1,22,0.0,5.56,4.97,3.8439190573990345,3.7635451462119818,0.08037391118705273,0.0,0.0
marseille,20170123:2300,1,23,0.0,5.11,4.48,3.2834765687584877,3.1989300064742565,0.08454656228423119,0.0,0.0
marseille,20170124:0000,1,0,0.0,4.92,3.72,2.878516037017107,2.7861836552619934,0.0923323817551136,0.0,0.0
marseille,20170124:0100,1,1,0.0,4.59,3.38,2.439401764422655,2.343287691473961,0.09611407294869423,0.0,0.0
marseille,20170124:0200,1,2,0.0,4.56,3.52,2.4589714035391808,2.3645618557929993,0.09440954774618149,0.0,0.0
marseille,20170124:0300,1,3,0.0,4.31,4.28,2.444516969844699,2.358528543263674,0.08598842658102512,0.0,0.0
marseille,20170124:0400,1,4,0.0,4.21,4.62,2.433726554736495,2.3510667961090803,0.0826597586274147,0.0,0.0
marseille,20170124:0500,1,5,0.0,4.18,4.69,2.421220922842622,2.339222999289632,0.08199792355298996,0.0,0.0
marseille,20170124:0600,1,6,0.0,4.13,4.83,2.4050648976117373,2.324355635792017,0.08070926181972027,0.0,0.0
marseille,20170124:0700,1,7,0.0,4.62,5.31,2.9918488394469023,2.9148846305906773,0.07696420885622501,0.0,0.0
marseille,20170124:0800,1,8,114.0,4.35,5.72,5.853199688717723,3.97935071028769,1.8738489784300327,0.0,0.0
marseille,20170124:0900,1,9,285.0,4.94,5.45,11.172086223959923,6.472683185711503,4.69940303824842,0.0,0.0
marseille,20170124:1000,1,10,410.0,5.79,5.93,14.872048869729042,8.54617903009057,6.325869839638472,0.0,0.0
marseille,20170124:1100,1,11,466.0,6.82,5.66,17.63870384544134,10.251844907179475,7.386858938261867,0.0,0.0
marseille,20170124:1200,1,12,475.0,7.68,5.52,18.891271445900202,11.248476477339864,7.642794968560338,0.0,0.0
marseille,20170124:1300,1,13,432.0,8.17,6.07,17.591983159072697,11.059973044320941,6.532010114751756,0.0,0.0
marseille,20170124:1400,1,14,329.0,8.41,6.62,14.830168569460511,10.118811102584004,4.711357466876507,0.0,0.0
marseille,20170124:1500,1,15,189.0,8.33,7.24,11.22186740860343,8.6473648250103,2.57450258359313,0.0,0.0
marseille,20170124:1600,1,16,28.0,7.77,8.0,7.10207833442837,6.694026794284582,0.40805154014378786,0.0,0.0
marseille,20170124:1700,1,17,0.0,6.52,8.55,5.341582270339131,5.283224219456315,0.058358050882816315,0.0,0.0
marseille,20170124:1800,1,18,0.0,5.76,8.97,4.63265429250896,4.5765365194529295,0.05611777305603027,0.0,0.0
marseille,20170124:1900,1,19,0.0,5.02,8.76,3.880304405465722,3.823643708601594,0.05666069686412811,0.0,0.0
marseille,20170124:2000,1,20,0.0,4.46,8.07,3.253583977930248,3.194012138992548,0.059571838937699795,0.0,0.0
marseille,20170124:2100,1,21,0.0,4.12,7.45,2.84368266351521,2.7811078913509846,0.06257477216422558,0.0,0.0
marseille,20170124:2200,1,22,0.0,3.31,7.79,2.0851903315633535,2.024825131520629,0.06036520004272461,0.0,0.0
marseille,20170124:2300,1,23,0.0,3.02,7.59,1.7747789900749922,1.7135360045358539,0.06124298553913832,0.0,0.0
marseille,20170125:0000,1,0,0.0,2.78,7.1,1.4750694017857313,1.411281330510974,0.06378807127475739,0.0,0.0
marseille,20170125:0100,1,1,0.0,2.49,7.1,1.1887988727539778,1.1251692194491625,0.06362965330481529,0.0,0.0
marseille,20170125:0200,1,2,0.0,2.22,6.76,0.8751547615975142,0.8096856344491243,0.06546912714838982,0.0,0.0
marseille,20170125:0300,1,3,0.0,1.99,6.21,0.5644507380202413,0.4956291150301695,0.06882162299007177,0.0,0.0
marseille,20170125:0400,1,4,0.0,2.09,6.21,0.6630566995590925,0.5941775441169739,0.06887915544211864,0.0,0.0
marseille,20170125:0500,1,5,0.0,1.8,6.34,0.3977897856384516,0.3299315460026264,0.06785823963582516,0.0,0.0
marseille,20170125:0600,1,6,0.0,1.82,6.21,0.39681906811892986,0.3280952339991927,0.06872383411973715,0.0,0.0
marseille,20170125:0700,1,7,0.0,1.82,5.79,0.32556794583797455,0.25393538177013397,0.07163256406784058,0.0,0.0
marseille,20170125:0800,1,8,85.0,2.01,5.1,2.84330858848989,1.309684170410037,1.533624418079853,0.0,0.0
marseille,20170125:0900,1,9,160.0,2.48,4.21,5.856302920728922,2.681781128048897,3.174521792680025,0.0,0.0
marseille,20170125:1000,1,10,98.0,3.67,5.31,4.815024863928556,3.108654646202922,1.7063702177256346,0.0,0.0
marseille,20170125:1100,1,11,41.0,4.64,5.38,4.1694858483970165,3.4169190004467964,0.7525668479502201,0.0,0.0
marseille,20170125:1200,1,12,51.0,5.19,5.38,4.988500364124775,4.071618290618062,0.9168820735067129,0.0,0.0
marseille,20170125:1300,1,13,64.0,6.43,5.52,6.56541689299047,5.455166585743427,1.1102503072470427,0.0,0.0
marseille,20170125:1400,1,14,29.0,7.18,5.03,6.294132964685559,5.714815529063344,0.5793174356222153,0.0,0.0
marseille,20170125:1500,1,15,134.0,7.56,3.93,10.062680160626769,7.294974019750953,2.7677061408758163,0.0,0.0
marseille,20170125:1600,1,16,24.0,7.64,3.17,6.2702905386686325,5.62457543797791,0.6457151006907225,0.0,0.0
marseille,20170125:1700,1,17,0.0,6.98,2.9,4.5929825864732265,4.489051271229982,0.10393131524324417,0.0,0.0
marseille,20170125:1800,1,18,0.0,6.85,2.62,4.338970324024558,4.231155421584845,0.10781490243971348,0.0,0.0
marseille,20170125:1900,1,19,0.0,7.19,2.69,4.704623185098171,4.597598286345601,0.10702489875257015,0.0,0.0
marseille,20170125:2000,1,20,0.0,7.57,3.45,5.386697817593813,5.289461063221097,0.09723675437271595,0.0,0.0
marseille,20170125:2100,1,21,0.0,7.53,4.28,5.60842078179121,5.520368944853544,0.08805183693766594,0.0,0.0
marseille,20170125:2200,1,22,0.0,8.13,5.24,6.432309355586767,6.35263554751873,0.07967380806803703,0.0,0.0
marseille,20170125:2300,1,23,0.0,8.25,4.69,6.423485931009054,6.338930958881974,0.08455497212707996,0.0,0.0
marseille,20170126:0000,1,0,0.0,8.21,4.9,6.434783153235912,6.352152600884438,0.08263055235147476,0.0,0.0
marseille,20170126:0100,1,1,0.0,8.25,5.38,6.579949948936701,6.501344060525298,0.0786058884114027,0.0,0.0
marseille,20170126:0200,1,2,0.0,8.61,6.07,7.066457467153668,6.992834475822747,0.07362299133092165,0.0,0.0
marseille,20170126:0300,1,3,0.0,9.19,6.28,7.674337532371283,7.601832691580057,0.07250484079122543,0.0,0.0
marseille,20170126:0400,1,4,0.0,9.32,6.28,7.802477004006505,7.729896963573992,0.07258004043251276,0.0,0.0
marseille,20170126:0500,1,5,0.0,9.35,5.59,7.705565104261041,7.627953207120299,0.07761189714074135,0.0,0.0
marseille,20170126:0600,1,6,0.0,9.45,5.86,7.856000568717718,7.7803693525493145,0.07563121616840363,0.0,0.0
marseille,20170126:0700,1,7,0.0,9.36,6.55,7.886254130862653,7.815446155145764,0.0708079757168889,0.0,0.0
marseille,20170126:0800,1,8,74.0,9.35,7.86,9.626112505793571,8.63763920031488,0.988473305478692,0.0,0.0
marseille,20170126:0900,1,9,165.0,9.72,8.76,11.741049317643046,9.784866217523813,1.9561831001192331,0.0,0.0
marseille,20170126:1000,1,10,116.0,9.87,7.79,11.033727978356183,9.511745325289667,1.521982653066516,0.0,0.0
marseille,20170126:1100,1,11,196.0,10.1,8.62,12.74989471770823,10.410630074329674,2.3392646433785558,0.0,0.0
marseille,20170126:1200,1,12,393.0,10.31,10.07,16.087389094755054,11.992299109697342,4.095089985057712,0.0,0.0
marseille,20170126:1300,1,13,338.0,10.61,11.24,15.024353666231036,11.787988007999957,3.2363656582310796,0.0,0.0
marseille,20170126:1400,1,14,110.0,10.28,12.0,11.015608124434948,9.982157479971647,1.0334506444633007,0.0,0.0
marseille,20170126:1500,1,15,36.0,10.76,11.86,10.36304708570242,9.989056028425694,0.37399105727672577,0.0,0.0
marseille,20170126:1600,1,16,4.0,10.67,11.59,9.766253149136901,9.6804528683424,0.0858002807945013,0.0,0.0
marseille,20170126:1700,1,17,0.0,10.44,11.1,9.441707339137793,9.391358653083444,0.050348686054348946,0.0,0.0
marseille,20170126:1800,1,18,0.0,10.48,10.69,9.450762132182717,9.399013565853238,0.05174856632947922,0.0,0.0
marseille,20170126:1900,1,19,0.0,10.6,10.55,9.558669477701187,9.506376422941685,0.05229305475950241,0.0,0.0
marseille,20170126:2000,1,20,0.0,10.65,10.83,9.629695164039731,9.57834955304861,0.05134561099112034,0.0,0.0
marseille,20170126:2100,1,21,0.0,10.57,11.1,9.570425460115075,9.520018491894007,0.05040696822106838,0.0,0.0
marseille,20170126:2200,1,22,0.0,10.48,11.24,9.49133362621069,9.441422251984477,0.0499113742262125,0.0,0.0
marseille,20170126:2300,1,23,0.0,10.56,11.66,9.599462691694498,9.550834698602557,0.04862799309194088,0.0,0.0
marseille,20170127:0000,1,0,0.0,10.43,11.52,9.46126283146441,9.412259981036186,0.04900285042822361,0.0,0.0
marseille,20170127:0100,1,1,0.0,10.26,11.72,9.306296417489648,9.257981642149389,0.048314775340259075,0.0,0.0
marseille,20170127:0200,1,2,0.0,10.31,11.86,9.364990927278996,9.317075000144541,0.04791592713445425,0.0,0.0
marseille,20170127:0300,1,3,0.0,10.24,11.93,9.300162740983069,9.252484505996108,0.04767823498696089,0.0,0.0
marseille,20170127:0400,1,4,0.0,10.4,11.93,9.45866810157895,9.410921023227274,0.047747078351676464,0.0,0.0
marseille,20170127:0500,1,5,0.0,10.54,12.07,9.606285518966615,9.558888687752187,0.04739683121442795,0.0,0.0
marseille,20170127:0600,1,6,0.0,10.52,12.14,9.590870179235935,9.54368453938514,0.04718563985079527,0.0,0.0
marseille,20170127:0700,1,7,0.0,10.54,12.07,9.606285518966615,9.558888687752187,0.04739683121442795,0.0,0.0
marseille,20170127:0800,1,8,51.0,10.82,12.28,10.657167648896575,10.161643507890403,0.4955241410061717,0.0,0.0
marseille,20170127:0900,1,9,131.0,11.12,12.62,12.12295051664114,10.951209394261241,1.171741122379899,0.0,0.0
marseille,20170127:1000,1,10,136.0,11.49,11.59,12.638744399882853,11.337114330381155,1.301630069501698,0.0,0.0
marseille,20170127:1100,1,11,275.0,11.81,12.21,14.983032098971307,12.512126099318266,2.4709059996530414,0.0,0.0
marseille,20170127:1200,1,12,251.0,12.0,12.48,14.762824764475226,12.543196394108236,2.2196283703669906,0.0,0.0
marseille,20170127:1300,1,13,242.0,12.04,12.55,14.658414446748793,12.52636490855366,2.132049538195133,0.0,0.0
marseille,20170127:1400,1,14,212.0,12.19,12.76,14.339403682388365,12.490891865454614,1.848511816933751,0.0,0.0
marseille,20170127:1500,1,15,133.0,12.02,12.9,13.02419429179281,11.856989497318864,1.167204794473946,0.0,0.0
marseille,20170127:1600,1,16,26.0,11.9,12.83,11.373494137078524,11.107199755497277,0.26629438158124685,0.0,0.0
marseille,20170127:1700,1,17,0.0,11.87,12.69,10.961944819428027,10.915731396526098,0.046213422901928425,0.0,0.0
marseille,20170127:1800,1,18,0.0,11.9,12.48,10.979135809466243,10.932330209761858,0.046805599704384804,0.0,0.0
marseille,20170127:1900,1,19,0.0,11.9,12.34,10.970582216978073,10.923382136970758,0.04720008000731468,0.0,0.0
marseille,20170127:2000,1,20,0.0,11.84,12.41,10.915427664294839,10.868450999259949,0.046976665034890175,0.0,0.0
marseille,20170127:2100,1,21,0.0,11.8,12.14,10.859013134613633,10.811280724592507,0.04773241002112627,0.0,0.0
marseille,20170127:2200,1,22,0.0,11.83,12.28,10.897512906230986,10.850171488709748,0.04734141752123833,0.0,0.0
marseille,20170127:2300,1,23,0.0,11.82,12.28,10.887605100870132,10.840267920866609,0.04733718000352383,0.0,0.0
marseille,20170128:0000,1,0,0.0,11.78,12.41,10.855976333841681,10.809025028720498,0.046951305121183395,0.0,0.0
marseille,20170128:0100,1,1,0.0,11.62,11.93,10.667228526435792,10.618955278769135,0.04827324766665697,0.0,0.0
marseille,20170128:0200,1,2,0.0,11.65,11.72,10.683094151318073,10.634173899888992,0.04892025142908096,0.0,0.0
marseille,20170128:0300,1,3,0.0,11.59,11.79,10.62832550611347,10.579644544050097,0.048680962063372135,0.0,0.0
marseille,20170128:0400,1,4,0.0,11.38,11.79,10.420317039825022,10.371727379970253,0.04858965985476971,0.0,0.0
marseille,20170128:0500,1,5,0.0,11.31,11.59,10.337580582126975,10.288408785127103,0.04917179699987173,0.0,0.0
marseille,20170128:0600,1,6,0.0,11.29,11.38,10.303296097554266,10.253473287448287,0.04982281010597944,0.0,0.0
marseille,20170128:0700,1,7,0.0,11.25,10.97,10.23415183648467,10.183007051236928,0.05114478524774313,0.0,0.0
marseille,20170128:0800,1,8,79.0,11.28,10.76,11.557845422066748,10.733007774688303,0.8248376473784447,0.0,0.0
marseille,20170128:0900,1,9,194.0,11.38,10.55,13.594641592353582,11.61645364947617,1.9781879428774118,0.0,0.0
